day,elevation,flow_accumulation,geology,latitude,longitude,month,rainfall,slop,soil_type,station,year
5,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
6,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
7,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
8,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
9,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
10,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
11,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
12,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
13,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,12.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
14,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,20.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
15,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
16,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
17,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
18,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
19,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
20,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
21,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
22,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
23,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
24,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
25,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
26,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
27,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
28,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
29,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,8.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
1,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
2,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
3,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
4,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
5,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
6,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
7,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
8,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
9,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
10,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
11,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
12,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
13,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
14,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
15,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
16,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
17,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
18,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
19,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
20,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
21,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
22,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
23,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
24,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,4.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
25,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
26,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
27,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
28,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
29,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,9.0,39.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
1,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,42.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
2,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,14.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
3,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,23.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
4,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,5.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
5,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,24.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
6,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,8.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
7,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,12.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
8,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,8.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
9,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
10,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
11,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
12,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
13,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
14,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
15,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
16,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,4.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
17,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
18,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
19,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
20,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,5.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
21,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,2.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
22,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,21.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
23,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,21.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
24,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,5.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
25,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,7.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
26,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,3.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
27,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
28,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,3.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
29,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,10.0,3.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
1,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,12.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
2,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,30.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
3,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
4,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
5,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,10.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
6,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,28.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
7,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
8,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,13.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
9,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,10.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
10,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
11,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
12,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
13,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
14,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
15,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
16,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
17,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,15.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
18,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
19,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,9.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
20,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
21,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
22,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,2.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
23,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,45.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
24,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,6.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
25,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,15.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
26,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
27,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
28,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
29,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,11.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
1,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
2,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
3,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
4,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
5,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
6,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
7,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
8,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
9,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
10,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
11,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
12,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
13,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
14,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
15,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
16,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
17,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
18,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
19,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
20,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
21,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,2.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
22,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,5.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
23,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
24,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
25,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
26,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
27,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
28,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,15.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
29,18,25.0,Alluvial and lagoonal deposits,7.65,79.93,12.0,0.0,0.734494,Old Alluviam,MOLA ELIYA,2018.0
1,54,12.0,charnockite,7.7464,80.1317,1,80.12,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
2,54,12.0,charnockite,7.7464,80.1317,1,7.75,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
3,54,12.0,charnockite,7.7464,80.1317,1,16,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
4,54,12.0,charnockite,7.7464,80.1317,1,2016,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
5,54,12.0,charnockite,7.7464,80.1317,1,1,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
6,54,12.0,charnockite,7.7464,80.1317,1,5.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
7,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
8,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
9,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
10,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
11,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
12,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
13,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
14,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
15,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
16,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
17,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
18,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
19,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
20,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
21,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
22,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
23,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
24,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
25,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
26,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
27,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
28,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
29,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
30,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
31,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
32,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
33,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
34,54,12.0,charnockite,7.7464,80.1317,1,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
1,54,12.0,charnockite,7.7464,80.1317,2,80.12,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
2,54,12.0,charnockite,7.7464,80.1317,2,7.75,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
3,54,12.0,charnockite,7.7464,80.1317,2,16,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
4,54,12.0,charnockite,7.7464,80.1317,2,2016,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
5,54,12.0,charnockite,7.7464,80.1317,2,2,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
6,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
7,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
8,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
9,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
10,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
11,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
12,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
13,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
14,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
15,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
16,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
17,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
18,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
19,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
20,54,12.0,charnockite,7.7464,80.1317,2,4.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
21,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
22,54,12.0,charnockite,7.7464,80.1317,2,9.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
23,54,12.0,charnockite,7.7464,80.1317,2,1.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
24,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
25,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
26,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
27,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
28,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
29,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
30,54,12.0,charnockite,7.7464,80.1317,2,0.0,0.0,Noncalcic Brown soils & Low Humic Gley soils,NIKAWERATIYA,2016
